INFO 2020-07-08 20:36:55,237 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-08 21:17:05,946 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-08 21:17:48,032 basehttp 157 "GET / HTTP/1.1" 200 16351
INFO 2020-07-08 21:17:48,107 basehttp 157 "GET /static/admin/css/fonts.css HTTP/1.1" 200 423
INFO 2020-07-08 21:17:48,623 basehttp 157 "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 85876
INFO 2020-07-08 21:17:48,650 basehttp 157 "GET /static/admin/fonts/Roboto-Bold-webfont.woff HTTP/1.1" 200 86184
INFO 2020-07-08 21:17:48,714 basehttp 157 "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 85692
WARNING 2020-07-08 21:17:48,862 log 228 Not Found: /favicon.ico
WARNING 2020-07-08 21:17:48,868 basehttp 157 "GET /favicon.ico HTTP/1.1" 404 1982
WARNING 2020-07-08 21:18:58,769 log 228 Not Found: /home
WARNING 2020-07-08 21:18:58,778 basehttp 157 "GET /home HTTP/1.1" 404 1961
WARNING 2020-07-08 21:19:51,592 log 228 Not Found: /home
WARNING 2020-07-08 21:19:51,601 basehttp 157 "GET /home HTTP/1.1" 404 1961
WARNING 2020-07-08 21:19:51,773 log 228 Not Found: /favicon.ico
WARNING 2020-07-08 21:19:51,782 basehttp 157 "GET /favicon.ico HTTP/1.1" 404 1982
INFO 2020-07-08 21:19:57,786 basehttp 157 "GET / HTTP/1.1" 200 16351
INFO 2020-07-08 21:19:57,855 basehttp 157 "GET /static/admin/css/fonts.css HTTP/1.1" 200 423
INFO 2020-07-08 21:19:57,935 basehttp 157 "GET /static/admin/fonts/Roboto-Bold-webfont.woff HTTP/1.1" 200 86184
INFO 2020-07-08 21:19:57,967 basehttp 157 "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 85876
INFO 2020-07-08 21:19:57,990 basehttp 157 "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 85692
WARNING 2020-07-08 21:37:05,040 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:37:05,048 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
WARNING 2020-07-08 21:37:09,465 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:37:09,472 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
WARNING 2020-07-08 21:37:55,271 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:37:55,280 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
WARNING 2020-07-08 21:39:15,667 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:39:15,679 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
WARNING 2020-07-08 21:39:24,679 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:39:24,688 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
WARNING 2020-07-08 21:39:52,555 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:39:52,568 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
WARNING 2020-07-08 21:41:11,379 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:41:11,387 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
WARNING 2020-07-08 21:41:16,886 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:41:16,889 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
WARNING 2020-07-08 21:41:34,732 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:41:34,740 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
WARNING 2020-07-08 21:41:37,069 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:41:37,077 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
WARNING 2020-07-08 21:44:28,415 log 228 Not Found: /home/banner/
WARNING 2020-07-08 21:44:28,423 basehttp 157 "GET /home/banner/ HTTP/1.1" 404 1985
INFO 2020-07-08 21:48:59,000 autoreload 222 G:\Django\baizhi\edu_api\edu_api\settings\develop.py changed, reloading.
INFO 2020-07-08 21:49:04,495 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-08 21:49:13,408 autoreload 222 G:\Django\baizhi\edu_api\edu_api\settings\develop.py changed, reloading.
INFO 2020-07-08 21:49:20,395 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-08 21:49:48,956 autoreload 222 G:\Django\baizhi\edu_api\edu_api\urls.py changed, reloading.
INFO 2020-07-08 21:49:54,163 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-08 21:50:00,325 autoreload 222 G:\Django\baizhi\edu_api\edu_api\urls.py changed, reloading.
INFO 2020-07-08 21:50:06,747 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-08 21:50:26,385 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-08 21:50:33,753 autoreload 222 G:\Django\baizhi\edu_api\edu_api\urls.py changed, reloading.
INFO 2020-07-08 21:50:38,982 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-08 21:51:45,710 autoreload 222 G:\Django\baizhi\edu_api\edu_api\apps\home\models.py changed, reloading.
INFO 2020-07-08 21:51:52,359 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-08 21:52:24,030 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-08 21:59:31,546 autoreload 222 G:\new_env\new_env\Lib\site-packages\django\apps\config.py changed, reloading.
INFO 2020-07-08 22:18:48,305 basehttp 124 "GET /xadmin/ HTTP/1.1" 200 4167
INFO 2020-07-08 22:18:48,402 basehttp 124 "GET /static/xadmin/vendor/font-awesome/css/font-awesome.css HTTP/1.1" 200 21658
INFO 2020-07-08 22:18:48,403 basehttp 124 "GET /static/xadmin/css/themes/bootstrap-xadmin.css HTTP/1.1" 200 1888
INFO 2020-07-08 22:18:48,422 basehttp 124 "GET /static/xadmin/vendor/bootstrap/css/bootstrap.css HTTP/1.1" 200 126432
INFO 2020-07-08 22:18:48,445 basehttp 124 "GET /static/xadmin/css/xadmin.main.css HTTP/1.1" 200 8376
INFO 2020-07-08 22:18:48,478 basehttp 124 "GET /static/xadmin/css/xadmin.plugins.css HTTP/1.1" 200 175
INFO 2020-07-08 22:18:48,485 basehttp 124 "GET /static/xadmin/css/xadmin.responsive.css HTTP/1.1" 200 4361
INFO 2020-07-08 22:18:48,556 basehttp 124 "GET /xadmin/jsi18n/ HTTP/1.1" 200 4174
